0.5  1.185418160118471	0.0282725927902491   0.01552451106833614   0.007886662178796617   0.002796687109988524   -0.0008386333359815705   
0.6  1.044857072563198	0.09422223820346259   0.07700725700534014   0.06670619183637634   0.05984570242288268   0.05494720095573929   
0.7  0.8759547447021802	0.1877829258579667   0.1621927816024247   0.1469435387405152   0.136824158100062   0.129617308034713   
0.7999999999999999  0.6757513188582109	0.3222438643767639   0.2566084770006817   0.2265506334704901   0.2084905543301596   0.1969139749491476   
0.8999999999999999  0.4388570313083044	0.2473239564602342   0.2063105715228291   0.1840474482282762   0.1701189929274165   0.1605737739317048   
0.9999999999999999  0.1551967528958171	0.1699162696448799   0.1414012918643595   0.1256760723715158   0.1156466286053994   0.1086766776883046   
1.1  -0.1951099515075245	0.08978630798447179   0.07380484760360032   0.0646889610489761   0.05876444366873876   0.05460088020011367   
1.2  -0.6551362917128556	0.006609461616818183   0.003211699593235075   0.001121828364131393   -0.0002942168135914146   -0.001317159266434786   
1.3  -1.334169406288547	-0.08368989955334254   -0.07311152175878792   -0.0670805418664028   -0.06318269787460866   -0.06045647746133783   
1.4  -2.601810756613193	-0.1928035216092588   -0.1635689100213663   -0.1465336638824549   -0.1353677116022232   -0.1274803102410734   
1.5  -6.926942048149569	-0.3658955707571646   -0.3019094188124475   -0.2641979969113948   -0.2393042630010148   -0.2216352902461476   
1.6  17.06516876040659	-0.5319616889785115   -0.4352096340039402   -0.3778788432380905   -0.3399189134159819   -0.3129225998299492   
1.7  3.622958009434115	-0.2896458158432886   -0.2630045836946159   -0.2475747435630881   -0.2374788410338313   -0.2303498183509058   
1.8  1.746279746540637	-0.1749361615457721   -0.1873598558772018   -0.195148251504019   -0.2004366116833891   -0.204248884787473   
