0.5	1.03781660584137
0.6	0.8416662272716003
0.7	0.6499287698906439
0.7999999999999999	0.4594884314305003
0.8999999999999999	0.2723639655265743
0.9999999999999999	0.08790382020930135
1.1	-0.0991789702935866
1.2	-0.28348643487572367
1.3	-0.44618595177408615
1.4	-0.5676136457153163
1.5	-0.6362923076227724
1.6	-0.6310988679179483
1.7	-0.6029361008966307
1.8	-0.5025767637743627
1.9	-0.35504112869419624
2	-0.17706096506565175
2.1	0.010486282506867691
2.2	0.195670674475791
2.3	0.38107903674238564
2.4	0.5705702729358104
