0.5	-2.7755575615628914e-16
0.6	1.3877787807814457e-16
0.7	0.
0.7999999999999999	-6.661338147750939e-16
0.8999999999999999	3.885780586188048e-16
0.9999999999999999	-0.009882826093091768
1.1	-0.04548813257543455
1.2	-0.07927741537584437
1.3	-0.06814761428941002
1.4	-2.220446049250313e-16

1.5	-4.440892098500626e-16
1.6	-9.71445146547012e-17
1.7	3.400058012914542e-16
1.8	0.
1.9	-1.3877787807814457e-16
2	0.
2.100000000000001	0.
2.200000000000001	1.6653345369377348e-16
2.300000000000001	0.
2.400000000000001	0.
