0.7061161091515555   0.7194927414250517   0.7276311068056207   0.7331112814499207   0.7370553052719913   
0.5957578232858516   0.6091102199476981   0.6172230175133825   0.6226805943841125   0.6266053786150046   
0.5061010570542444   0.5194188322874833   0.5274969421719578   0.5329244462841601   0.5368239009849597   
0.4308334075813754   0.4441028818624836   0.4521350160985455   0.4575234772346896   0.4613904368178925   
0.3661952805416525   0.3793986252254136   0.3873708568854144   0.3927095308741519   0.3965355784913943   
0.3097708926538952   0.3228851631164826   0.3307804375541267   0.3360565352799715   0.3398318399084973   
0.2599211318186964   0.2729171884096315   0.2807148223641925   0.2859132450005663   0.2896264040265475   
0.215488832607033   0.2283301502626574   0.2360053115825934   0.2411083724597725   0.244746235275381   
0.1756339036152103   0.1882752489940417   0.1957983694026129   0.200785445028051   0.2043328636218512   
0.1397365133871097   0.1521223768153006   0.1594583562423106   0.1643053405094055   0.1677447474048076   
0.1073396058034668   0.1194020071227211   0.1265088766126934   0.1311871968788721   0.134497840854283   
0.07811776529067439   0.08977236606434434   0.09659870542852536   0.1010734577082068   0.1042300038566824   
