0	0.1610654128667076   0.1600769709900479   0.1439210465309538   0.1437500881453283
0.1	0.1684134724018996   0.1678985649804821   0.1514632931661945   0.1512228818008351
0.2	0.1761463326253218   0.1760685931643364   0.1593605747965325   0.1590928067153744
0.3	0.1843729946640784   0.184190921917441   0.1674850553712486   0.1672643156077513
0.4	0.1924656669441167   0.1924017936517435   0.1756071611990055   0.1755651566107983
0.5	0.2005583518738659   0.1997957355926066   0.1837459988675443   0.1833468396243537
0.6	0.2083981567067363   0.2056024729480664   0.1915145278440892   0.1900608745651227
0.7	0.2156986972541836   0.2095656597001808   0.1986086486297902   0.1944989475645433
0.7999999999999999	0.2157228790214173   0.2053059758703356   0.2051090192469112   0.1927750180617169
0.8999999999999999	0.208635801356412   0.2014505464190118   0.1992485176428031   0.1807284386148336
0.9999999999999999	0.1993883937874787   0.1990909545539331   0.1840316264356242   0.1680567525584592
1.1	0.1967047146602448   0.1854384117062249   0.171432007087539   0.1569802927215172
1.2	0.1858587565083153   0.1736538838541591   0.1605291297314289   0.1472989223990825
1.3	0.1752539433008567   0.1633154113853313   0.1509179882902904   0.138729346694422
1.4	0.1658523809462515   0.1541340845828424   0.1423336018388881   0.1310504363020748
