0	0.2324350557642098   0.1856179884577451   0.1618166779323835   0.1591815693726439
0.1	0.2714945829936798   0.1990981850243204   0.1755977757149835   0.1738622937766243
0.2	0.3029403431007296   0.2136037135834298   0.1902077983384482   0.18940960234622
0.3	0.3198187731464449   0.2290041950227193   0.2055580749182435   0.2054915950111559
0.4	0.336988266559537   0.2448444272414742   0.2214905994357869   0.2214287467152391
0.5	0.3456402025110175   0.2602794145291508   0.2374519101056553   0.2364439200966587
0.6	0.3366554212183409   0.2745893923378585   0.2531720517902949   0.2488398699143771
0.7	0.2846219767216452   0.2846219767216433   0.2682601155362277   0.2541798221803032
0.7999999999999999	0.2869075525872031   0.286907552587203   0.2715137648720378   0.2326996957707932
0.8999999999999999	0.292116038792143   0.2732089401723355   0.2592762884373038   0.2051947150874468
0.9999999999999999	0.2740405376189487   0.2711677756093779   0.2305985748863681   0.1820182176126738
1.1	0.2696871682404685   0.2452926763433352   0.2068905367733898   0.162337905311895
1.2	0.2470865555913212   0.2231939953804037   0.1865605391014448   0.1452834762077053
1.3	0.2274319965313414   0.2039613225726569   0.1687902533649804   0.1302480834072416
1.4	0.210107900397996   0.186996897808399   0.1530357268693333   0.1168081880612575
