0	-4.0953137745189325
0.2	-3.254313176846201
0.4	-2.2891981618513735
0	-4.0953137745189325
0.2	-3.254313176846201
0.4	-2.2891981618513735
0.6000000000000001	-1.3977777559496891
0.8	-0.6858754401677708
1	-0.16074920442121562
1.2	0.21193051352702388
1.4	0.47205370408021136
1.6	0.6527638079699634
1.8	0.7785762421357977
2	0.8667085142922897
0	-47.72526097831949
0.1	-13.713245944418958
0.2	-8.01377189235029
0.3	-15.284485223327048
0.4	-16.724476606584684
0.5	-15.091136169063246
0.6	-11.908035851530393
0.7	-9.770517139770973
0.7999999999999999	-3.9061941531768736
0.8999999999999999	3.04186461247796
0.9999999999999999	2.0671564836458374
1.1	1.1606207074399313
1.2	0.24634930103555755
1.3	-0.6134903443295346
1.4	-1.4068147123084969
1.5	-2.135064973850504
1.6	-2.802540771406953
1.7	-3.4137888825586713
1.8	-3.973076517424078
