0.1  1.990008330556051	-0.07959034045363064   -0.0749380559471416   
0.2  1.960133155682483	-0.03868379827216211   -0.03477744240109623   
0.3  1.910672978251212	-0.001418197109631179   -0.001570225572179277   
0.4  1.84212198800577	0.01511940677798573   0.01840599662893768   
0.5  1.755165123780746	0.03272742552860074   0.03643347343705153   
0.6  1.650671229819356	0.05677297371891667   0.06085124415859338   
0.7  1.529684374568977	0.08826672358439865   0.09267300586657649   
0.7999999999999999  1.393413418694331	0.1285823769498532   0.1332727970405329   
0.8999999999999999  1.243219936541329	0.1796488450465931   0.1845785630996287   
0.9999999999999999  1.08060461173628	0.2443019082433948   0.2494249796892257   
1.1  0.907192242851155	0.3269780298512156   0.3322490741016599   
1.2  0.7247155089533472	0.4352530750219604   0.4406303051607752   
1.3  0.5349976572491747	0.5838668080639834   0.5893147810178252   
1.4  0.3399342858004816	0.8084159013058265   0.8139065735070585   
