0.1  1.487497871355824	-0.0060973529479971   -0.01220360840567822   
0.2  1.449963733211887	0.03109921654519958   0.02759611271636988   
0.3  1.387297177482169	0.04072049857830653   0.03741070600613534   
0.4  1.299269773814151	0.05729329272509833   0.05376002280518672   
0.5  1.185418160118471	0.08163887636388521   0.07748688197207956   
0.6  1.044857072563198	0.1155239173822977   0.1101797964763317   
0.7  0.8759547447021802	0.1616312000343667   0.1538896316156396   
0.7999999999999999  0.6757513188582109	0.2126498304008188   0.2007950662650999   
0.8999999999999999  0.4388570313083044	0.2527348821375395   0.2423562984335529   
0.9999999999999999  0.1551967528958171	0.2948632043541858   0.2885238031351571   
1.1  -0.1951099515075245	0.3404984256431218   0.3405727424105221   
1.2  -0.6551362917128556	0.3935760466211704   0.4033742772635124   
1.3  -1.334169406288547	0.4735788483960345   0.493727990964449   
1.4  -2.601810756613193	0.6112554395735857   0.6439528924125932      
1.425  -3.151060864923865	0.6612527167828011   0.6979784204831528   
1.45  -3.908276694569726	0.7216564239358942   0.7630752459456548   
1.475  -5.036098638728095	0.7970973229521516   0.8442512408706148   
1.5  -6.9269420481495	0.8964933174444386   0.8807437866584579   
1.524999999999999  -10.83016284841387	0.8701917045284545   0.6386685085791798   
1.549999999999999  -24.00285085308743	0.5811889218986209   0.1161133617708462   
1.574999999999999  118.9355372191565	-0.3856632420782644   -0.6428435007140422   
1.599999999999999  17.06516876040724	0.6232085782744307   0.4929088474745923 
