-1.5  -6.926942048149546	0.51756275435426   0.7065758958303411   0.8204104145431318   0.8966665981685651   0.9064969527802802   
-1.4  -2.601810756613188	0.3845475389180025   0.4974517332460692   0.5656188693858601   0.6112554395911743   0.6439528922675042   
-1.3  -1.334169406288544	0.3347272524910287   0.4037053303394703   0.4455134255950709   0.4735788483960368   0.493727990964449   
-1.2  -0.6551362917128547	0.3269181231937562   0.3598545255467959   0.3799856515808839   0.3935760466211697   0.403374277263512   
-1.1  -0.1951099515075233	0.3528816435479026   0.3442016475412666   0.34129220374764   0.3404984256431218   0.3405727424105218   
-0.9999999999999997  0.1551967528958176	0.3536208017265348   0.3220125841531887   0.3049348963028549   0.2948632043541853   0.2885238031351569   
-0.8999999999999997  0.4388570313083047	0.3464260717342562   0.2963398505399632   0.269048156937133   0.2527348821375392   0.2423562984335531   
-0.7999999999999997  0.6757513188582116	0.3279357919322131   0.2633140811849523   0.2311055488772025   0.2126498304008186   0.2007950662651001   
-0.6999999999999997  0.8759547447021804	0.2179562487640678   0.1894388000951169   0.172641864073806   0.1616312000343666   0.1538896316156395   
-0.5999999999999998  1.044857072563199	0.1544394301696458   0.1346729126594836   0.1231040137105445   0.1155239173822977   0.1101797964763317   
-0.4999999999999998  1.185418160118471	0.111745501963405   0.09645153254380003   0.08751001429918757   0.08163887636388518   0.07748688197207944   
-0.3999999999999998  1.299269773814151	0.08292284924442665   0.06988159265639196   0.06228310627227755   0.05729329272509831   0.05376002280518669   
-0.2999999999999998  1.387297177482169	0.06514577802604958   0.0526148491208281   0.04541355187676612   0.04072049857830685   0.03741070600613487   
