0	-0.5409993481294871   -0.5944935775644193   -0.6247892575043025   -0.6442216476785413   -0.657725057753739   
0.1	-0.5421435588842413   -0.5955964648299208   -0.6258072153917481   -0.6451520181069947   -0.6585756596567548   
0.2	-0.5433333398784557   -0.5967484648377317   -0.6268741848006675   -0.6461298216641328   -0.6594715635948584   
0.3	-0.5445699192342781   -0.5979508126894768   -0.6279913889426644   -0.6471562666993111   -0.6604139605946378   
0.4	-0.5458544077438494   -0.5992045176041468   -0.6291597454244292   -0.6482322028097759   -0.6614036496594613   
0.5	-0.5471877745151756   -0.600510320685077   -0.6303798084824728   -0.6493580502644407   -0.6624409569528849   
0.6	-0.5485708221763507   -0.6018686543003838   -0.6316517155561534   -0.6505337364090741   -0.6635256642195472   
0.7	-0.5500041623365149   -0.6032796051870494   -0.6329751421055025   -0.6517586448782989   -0.6646569541482557   
0.7999999999999999	-0.5514881921125312   -0.6047428835264803   -0.634349268629198   -0.6530315833165472   -0.6658333800476128   
0.8999999999999999	-0.5530230726116913   -0.6062578001974442   -0.6357727634269067   -0.654350774344826   -0.6670528655804373   
0.9999999999999999	-0.55460871029987   -0.6078232541584715   -0.637243783745883   -0.6557138726998784   -0.6683127374481833   
1.1	-0.5562447421700761   -0.6094377314395663   -0.6387599966114265   -0.6571180090138261   -0.6696097902366531   
1.2	-0.5579305255504269   -0.611099316558574   -0.6403186190173866   -0.6585598579752785   -0.6709403788175496   
1.3	-0.5596651332505441   -0.6128057163802495   -0.6419164754722677   -0.6600357260964781   -0.6723005305293288   
1.4	-0.5614473545451355   -0.6145542955921369   -0.6435500694114804   -0.661541652457838   -0.6736860674703528   
1.5	-0.5632757022440552   -0.6163421221798443   -0.6452156639188641   -0.6630735149130583   -0.6750927289219518   
1.6	-0.5651484258167933   -0.6181660206395442   -0.6469093666912011   -0.6646271343921873   -0.6765162850702559   
1.7	-0.5670635302483731   -0.6200226302399651   -0.6486272142594374   -0.6661983709902567   -0.6779526353848515   
