-0.6247892575043024   -0.6442216476785413   
-0.6258072153917482   -0.6451520181069949   
-0.6268741848006677   -0.6461298216641328   
-0.6279913889426647   -0.6471562666993111   
-0.6291597454244294   -0.6482322028097761   
-0.630379808482473   -0.6493580502644406   
-0.6316517155561532   -0.6505337364090743   
-0.6329751421055027   -0.6517586448782989   
-0.634349268629198   -0.6530315833165473   
-0.6357727634269068   -0.6543507743448261   
-0.6372437837458831   -0.6557138726998782   
-0.6387599966114264   -0.6571180090138261   
-0.6403186190173865   -0.6585598579752784   
-0.6419164754722677   -0.660035726096478   
-0.6435500694114806   -0.6615416524578382   
-0.645215663918864   -0.6630735149130581   
-0.6469093666912011   -0.6646271343921872   
-0.6486272142594374   -0.6661983709902567   
